Date,Artist,Song Name,Korean Name,Director,Video,Type,Release
2018-04-10,JooYoung,Daydream,데이드림,,https://youtu.be/WHFRxy7BfmI,Boy Solo,Major
2018-04-10,EXO-CBX,Blooming Day,花요일,,https://youtu.be/Ib674A1yMtg,Boy,Major
2018-04-09,Twice,What Is Love?,웟이즈러브,Naive,https://youtu.be/i0p1bmr0EmE,Girl,Major
2018-04-09,Gunmin X Heedo (B.I.G),Don't Worry,돈워리,,https://youtu.be/Uw4syJsMyIY,Boy,Minor
2018-04-09,Eric Nam,Potion feat. Woodie Gochild,포션,,https://youtu.be/MSKak-e3Cgs,Boy Solo,Major
2018-04-08,NOIR,Gangsta,갱스타,,https://youtu.be/zix2I8laSeI,Boy,Major
2018-04-07,Girlkind,Broccoli,브로콜리,,https://youtu.be/oT0GPg42JLo,Girl,Minor
2018-04-07,UNB,Feeling,감각,,https://youtu.be/VznBK_Yv6YI,Boy,Major
2018-04-06,Ten (NCT),New Heroes,뉴 히어로즈,,https://youtu.be/VM-g_bkFdzo,Boy Solo,Special
2018-04-06,GreatGuys,Ganda,간다,,https://youtu.be/BMQZLR-f6nA,Boy,Major
2018-04-05,Badkiz,Just One Day,딱 하루,,https://youtu.be/OxDVP3PbNHA,Girl,Major
2018-04-05,YDPP,Love It Live It,러빗리빗,,https://youtu.be/AdGzuQqoWo4,Boy,Major
2018-04-04,WINNER,EVERYDAY,에브리데이,,https://youtu.be/d1D1SJ-KqaQ,Boy,Major
2018-04-03,CLC,Distance,선,,https://youtu.be/Qv5JSMpBHf4,Girl,Minor
2018-04-03,The Boyz,Giddy Up,기디 업,Naive,https://youtu.be/DNH7X46gMjQ,Boy,Major
2018-04-03,TVXQ!,Love Line,평행선,,https://youtu.be/vHvwuBzimIU,Boy,Major
2018-04-02,Oh My Girl Banhana,Banana Allergy Monkey,바나나 알러지 원숭이,,https://youtu.be/rW9r_1ys2ec,Girl,Major
2018-04-02,EXID,Lady,내일해,,https://youtu.be/Q1JiptOTxno,Girl,Major
2018-04-02,Pentagon,Shine,빛나리,,https://youtu.be/z4dH6hEMuwk,Boy,Major
2018-04-01,NCT U,YESTODAY,예스투데이,,https://youtu.be/gUWDiXBNohY,Boy,Major
2018-04-01,Super Junior-D&E,Lose It,,,https://youtu.be/cu-Bt1oM470,Boy,Japanese
2018-04-01,Gavy NJ,People Said Break It Up,헤어지래요,,https://youtu.be/7epSjhSbnMY,Girl,Major
2018-03-30,Mamamoo,Everyday,매일봐요,,https://youtu.be/LKVw4pTc1Hs,Girl,Minor
2018-03-30,Stray Kids,Grow Up,잘 하고 있어,,https://youtu.be/a4jiotDjHe4,Boy,Minor
2018-03-29,LOONA,Egoist (Olivia Hye feat. Jinsoul),이고이스트,,https://youtu.be/UkY8HvgvBJ8,Girl,Major
2018-03-28,Samuel,ONE feat. Jung Ilhoon,원,,https://youtu.be/tvAk65H4JCI,Boy Solo,Major
2018-03-28,TVXQ!,The Chance Of Love,운명,,https://youtu.be/3wnHiK5sKgA,Boy,Major
2018-03-27,5tion,Love Takes Time,러브 테이크 타임,,https://youtu.be/O9xPI7yeBtU,Boy,Major
2018-03-26,Stray Kids,District 9,디스트릭트 나인,HIGHQUALITYFISH,https://youtu.be/u6unJQownW4,Boy,Major
2018-03-26,MONSTA X,Jealousy,젤러시,,https://youtu.be/TSA9VZduuZ4,Boy,Major
2018-03-25,Shinhwa,All Your Dreams,올 유어 드림,,https://youtu.be/PCtYEBaP8c4,Boy,Major
2018-03-21,Honey Popcorn,Bibidi Babidi Boo,비비디바비디부,,https://youtu.be/LAOT6JscCVU,Girl,Major
2018-03-21,SEVENTEEN,Just Do It (BSS),거침없이,,https://youtu.be/YGXiVHTy0JE,Boy,Minor
2018-03-20,B1A4,Aerumade,?えるまで,,https://youtu.be/kPO7GeOpgsM,Boy,Japanese
2018-03-20,SF9,Together,투게더,,https://youtu.be/J76f1Lzbng4,Boy,Minor
2018-03-19,Wanna One,Boomerang,부메랑,,https://youtu.be/pmMjkMtpnTc,Boy,Major
2018-03-17,Tweety,Bad Boy,배드 보이,,https://youtu.be/vHuoBqDQ06Y,Girl,Major
2018-03-15,FTISLAND,Hold The Moon,,,https://youtu.be/OajzJsz88RI,Boy,Japanese
2018-03-15,UP10TION,Candyland,캔디랜드,Naive,https://youtu.be/RyqdEmxN9T8,Boy,Major
2018-03-14,Hoya,Angel,앤젤,,https://youtu.be/3RwuSVv11qM,Boy Solo,Minor
2018-03-13,NCT 127,Touch,터치,Kim 'Oui Kim' Seonguk,https://youtu.be/6sHIq41sI-w,Boy,Major
2018-03-13,Golden Child,Lady,레이디,,https://youtu.be/dnXc0UQ1zq0,Boy,Major
2018-03-12,Bubble X,Follow,팔로우,,https://youtu.be/ts4I5MdnQ5A,Girl,Major
2018-03-12,GOT7,Look,룩,,https://youtu.be/sS0LCjOiIhc,Boy,Major
2018-03-12,APRIL,The Blue Bird,파랑새,Naive,https://youtu.be/Uh_6PY9am_0,Girl,Major
2018-03-11,HEYNE,Insomnia,잠이 오지 않아,,https://youtu.be/yAQFRTsZhp8,Girl Solo,Major
2018-03-08,U-KISS,No Regret,,,https://youtu.be/QLnRWBZg3TM,Boy,Japanese
2018-03-08,Marmello,Wake Me Up,웩미업,,https://youtu.be/Zy9wzvcofqM,Girl,Major
2018-03-08,ONF,Difficult,디피컬트,,https://youtu.be/8mSh-YcD6ho,Boy,Minor
2018-03-08,Heize,Didn't Know Me,내가 더 나빠,,https://youtu.be/MGos22_JM1U,Girl Solo,Major
2018-03-08,Heize,Jenga feat. Gaeko,젠가,,https://youtu.be/uw_HR9jIJww,Girl Solo,Major
2018-03-07,ZZBae,Yoo Hoo Hoo~,유후후~,,https://youtu.be/N5tsy1m-ehI,Girl,Major
2018-03-07,Sojung (Ladies' Code),Stay Here,스테이 히어,,https://youtu.be/iqvE86-kbCA,Girl Solo,Major
2018-03-07,Mamamoo,Starry Night,별이 빛나는 밤,,https://youtu.be/LjUXm0Zy_dk,Girl,Major
2018-03-06,Mamamoo,Star Wind Flower Sun,별 바람 꽃 태양,,https://youtu.be/kLeBQWw11yw,Girl,Minor
2018-03-06,MXM,Gone Cold,식어버린 온도,,https://youtu.be/JwCGWTZrfYY,Boy,Major
2018-03-06,j-hope,Airplane,에어플레인,,https://youtu.be/8O_MwlZ2dEg,Boy Solo,Minor
2018-03-05,Noel,Our last day,그날의 너에게,,https://youtu.be/fs9Ch5KUocQ,Boy,Major
2018-03-05,Wanna One,I.P.U,약속해요,,https://youtu.be/2NlNEj2mCIg,Boy,Minor
2018-03-04,NCT DREAM,GO,고,,https://youtu.be/cD8SYW8rjaQ,Boy,Major
2018-03-02,AZM,Edge,엣지,,https://youtu.be/OIk2QoW6qL0,Girl,Major
2018-03-01,j-hope,Daydream,백일몽,,https://youtu.be/OK3GJ0WIQ8s,Boy Solo,Major
2018-02-28,Red Velvet,I Just,아이 저스트,,https://youtu.be/oCvw4ot1-k8,Girl,Minor
2018-02-28,Jeon Soyeon,Idle Song,아이들 쏭,,https://youtu.be/b01dBTBzyz0,Girl Solo,Minor
2018-02-27,Sha Sha,You & Me,너와나,,https://youtu.be/bkXIVBk6dmM,Girl,Major
2018-02-27,Waeb,Go Away,,,https://youtu.be/iCYTPhxgTMU,Boy,Major
2018-02-27,WJSN,Dreams Come True,꿈꾸는 마음으로,,https://youtu.be/IrircflFHzw,Girl,Major
2018-02-26,NCT U,Baby Don't Stop,베비돈스탑,,https://youtu.be/k0DqRstCgj4,Boy,Major
2018-02-26,SF9,Mamma Mia,맘마미아,Purple Straw Film,https://youtu.be/5XTbQ7NERhY,Boy,Major
2018-02-23,"Trax, Lip2Shot",Notorious,,,https://youtu.be/gh_b4JX6aGw,Boy,Major
2018-02-23,I.C.E,Shameless,뻔뻔해,,https://youtu.be/ZY79Opo38rI,Girl,Major
2018-02-22,CLC,Black Dress,블랙드레스,,https://youtu.be/hF6Wds75rjg,Girl,Major
2018-02-21,Weki Meki,La La La,라라라,,https://youtu.be/bYeTzlDQdvU,Girl,Major
2018-02-21,VROMANCE,Star,별,,https://youtu.be/WdVXgRifwY0,Boy,Major
2018-02-20,I.M (Monsta X),Fly With Me,플라이위드미,,https://youtu.be/STEUAcTmXTg,Boy Solo,Minor
2018-02-20,BoA,"One Shot, Two Shot",원샷 투샷,,https://youtu.be/Xg_4tbLnIOc,Girl Solo,Major
2018-02-19,Yang Yoseop,Where I Am Gone,네가 없는 곳,,https://youtu.be/R0HfzG3BR20,Boy Solo,Major
2018-02-18,NCT U,BOSS,보스,,https://youtu.be/0AUFyFEt35g,Boy,Major
2018-02-18,Boyfriend,Try My Wings,트라이 마이 윙스,,https://youtu.be/94iYe9-eyHI,Boy,Japanese
2018-02-15,Kino (Pentagon),Lonely,론리,,https://youtu.be/iSoN4v1G8Os,Boy Solo,Minor
2018-02-15,N.tic,Once Again,원스 어게인,,https://youtu.be/7A5e0v9cuFM,Boy,Major
2018-02-14,Suzy,SObeR,소버,,https://youtu.be/DgT4CPv_CCE,Girl Solo,Major
2018-02-13,Park Boram,Will Be Fine,애쓰지 마요,,https://youtu.be/cWvE3P6AWSA,Girl Solo,Major
2018-02-13,The Eastlight,Valentines Day,발렌타인 데이,,https://youtu.be/m4XVq2TgptU,Boy,Major
2018-02-12,Roy Kim,Only Then,그때 헤어지면 돼,,https://youtu.be/SkN_hWI6n28,Boy Solo,Major
2018-02-12,Yang Yoseop,Star,별,,https://youtu.be/YW0doOWokVU,Boy Solo,Major
2018-02-11,Mighty Mouth,Uber,,,https://youtu.be/AyVs39XIs1c,Boy,Major
2018-02-10,VAV,Gorgeous,예쁘다고,,https://youtu.be/ByLrmZJ7VdI,Boy,Major
2018-02-07,Dynamic Duo,Bongjeseon,봉제선,,https://youtu.be/sfPnkCPVXYo,Boy,Major
2018-02-07,PLT,Blind,,,https://youtu.be/Hky3jgyd2I0,Boy,Minor
2018-02-07,"Naeun, Jinsol (APRIL)",My Story,내 이야기,,https://youtu.be/NVW9yYOx8wU,Girl,Minor
2018-02-07,Hong Jinyoung,Good Bye,잘가라,,https://youtu.be/ePRk5THh2Q8,Girl Solo,Major
2018-02-06,CoCoSoRi,Mi Amor,미아모르,,https://youtu.be/gnPZ8k3wXqs,Girl,Major
2018-02-06,Hyolyn,To Do List,내일할래,,https://youtu.be/F4oenLX1WcA,Girl Solo,Major
2018-02-06,MONSTA X,In Time,인타임,,https://youtu.be/XUJ_xpOVfyw,Boy,Minor
2018-02-05,DAY6,If We Can Meet Again,If ～また逢えたら～,,https://youtu.be/unS_PcMn3RA,Boy,Japanese
2018-02-05,SEVENTEEN,Thanks,고맙다,,https://youtu.be/gZItyr1SNjU,Boy,Major
2018-02-04,100%,Song For You,송포유,,https://youtu.be/AnC0bwBumj8,Boy,Japanese
2018-02-03,BLACKSIX,Alone,쓸쓸해,,https://youtu.be/L_CZzj1hP50,Boy,Minor
2018-02-02,Henry,Monster,몬스터,,https://youtu.be/dfeEwt5_jsQ,Boy,English
2018-02-01,Davichi,Just The Two Of Us,우리 둘,,https://youtu.be/YIcIXJIqFHw,Girl,Major
2018-02-01,gugudan,The Boots,더 부츠,Purple Straw Film,https://youtu.be/y3KSD5sI0OM,Girl,Major
2018-02-01,2000won,SSUL,썰,,https://youtu.be/88iRnH2K1z4,Boy,Major
2018-01-31,Super Junior-D&E,If You,,,https://youtu.be/ryxWUHZDJwI,Boy,Japanese
2018-01-31,14U,Don't Be Pretty,예뻐지지마,,https://youtu.be/HSPGFCv4BTA,Boy,Major
2018-01-31,BoA,Nega Dola,내가 돌아,,https://youtu.be/pykyNOEVqCU,Girl Solo,Major
2018-01-31,Soya,Show,쇼,,https://youtu.be/YSdYK6yGEWg,Girl Solo,Major
2018-01-29,Suzy,Holiday feat. DPR LIVE,홀리데이,VISUALSFROM.,https://youtu.be/lpzJNwur6Zk,Girl Solo,Major
2018-01-29,Risso,Alergy,알러지,,https://youtu.be/8gaxwpzrf6M,Girl Solo,Minor
2018-01-29,LOONA,One&Only (GoWon),원 앤 온리,,https://youtu.be/m5qwcYL8a0o,Girl,Major
2018-01-29,DEAN,instagram,인스타그램,,https://youtu.be/wKyMIrBClYw,Boy Solo,Major
2018-01-29,Golden Child,It's You,너라고,,https://youtu.be/fq56d1YiLFE,Boy,Major
2018-01-29,Red Velvet,Bad Boy,배드보이,Flexible Pictures,https://youtu.be/J_CFBjAyPWE,Girl,Major
2018-01-28,VAV,Spotlight,스팟라잇,,https://youtu.be/rKuuTQhM-tg,Boy,Major
2018-01-25,Davichi,Days Without You,너 없는 시간들,,https://youtu.be/_jzMDsYHktI,Girl,Major
2018-01-25,iKON,Love Scenario,사랑을 했다,,https://youtu.be/vecSVX1QYbQ,Boy,Major
2018-01-24,fromis_9,To Heart,투하트,,https://youtu.be/BzZ8NmYUldE,Girl,Major
2018-01-24,Jeong Sewoon,Baby It's U,베이비잇츄,,https://youtu.be/VED_cqxthf4,Boy Solo,Major
2018-01-24,The Eastlight,Two Of Us,너와 둘이,,https://youtu.be/2iF1WRGp1W8,Boy,Minor
2018-01-23,Rainz,Turn It Up,턴 잇 업,,https://youtu.be/mD1Yeygtxrs,Boy,Major
2018-01-23,B1A4,Do You Remember,,,https://youtu.be/3pMUutnxSbw,Boy,Japanese
2018-01-23,Target,Awake,어웨이크,,https://youtu.be/xn72N1Y3ABE,Boy,Major
2018-01-23,Jonghyun,Before Our Spring,우린 봄이 오기 전에,,https://youtu.be/v9ea5VDQfXg,Boy Solo,Major
2018-01-22,Jonghyun,Shinin',빛이 나,HIGHQUALITYFISH,https://youtu.be/J41qe-TM1DY,Boy Solo,Major
2018-01-22,Ravi,Nirvana feat. Park Jimin,너바나,,https://youtu.be/clGewsyYqBg,Boy Solo,Major
2018-01-22,Suzy,In Love With Someone Else,다른사람을 사랑하고 있어,,https://youtu.be/eQ3gXtX3U7I,Girl Solo,Minor
2018-01-21,HALO,Liar,,,https://youtu.be/6hzrxedNMnk,Boy,Japanese
2018-01-20,UP10TION,Wild Love,,,https://youtu.be/eOLasFesC3Q,Boy,Japanese
2018-01-18,Sunmi,Heroine,주인공,,https://youtu.be/F4qfN5UeFvQ,Girl Solo,Major
2018-01-18,The Eastlight,Real Man,레알 남자,,https://youtu.be/SiQeBQLBu3U,Boy,Major
2018-01-17,Chungha,Roller Coaster,롤러코스터,,https://youtu.be/900X9fDFLc4,Girl Solo,Major
2018-01-17,JBJ,My Flower,꽃이야,,https://youtu.be/uexk7jWXYmU,Boy,Major
2018-01-16,Girlkind,FANCI,팬시,,https://youtu.be/LRoednGUmCE,Girl,Major
2018-01-15,Stray Kids,Spread My Wings (Performance),어린 날개,,https://youtu.be/Xo8FPXlI3CU,Boy,Minor
2018-01-14,Various,Shadow,,,https://youtu.be/8L4CPwqcd1w,Girl,Major
2018-01-12,NCT U,Timeless,텐데...,,https://youtu.be/PmH948yZwhE,Boy,Minor
2018-01-11,Weki Meki,Butterfly,,,https://youtu.be/zVLXJfdhBtg,Girl,CF
2018-01-11,Twice,Candy Pop,캔디팝,Naive,https://youtu.be/wQ_POfToaVY,Girl,Japanese
2018-01-10,MXM,Diamond Girl,다이아몬드걸,,https://youtu.be/ZmTVq81q35M,Boy,Minor
2018-01-10,Jo Kwon,Lonely,새벽,,https://youtu.be/DpObGkT0GZc,Boy Solo,Minor
2018-01-09,Oh My Girl,Secret Garden,비밀정원,,https://youtu.be/QIN5_tJRiyY,Girl,Major
2018-01-09,MONSTA X,Spotlight,스포트라이트,,https://youtu.be/_53QwBl9m88,Boy,Japanese
2018-01-08,Infinite,Tell Me,텔미,,https://youtu.be/TM-gCW45YHc,Boy,Major
2018-01-08,Block B,Don't Leave,떠나지마요,,https://youtu.be/j0FrZ40fPiA,Boy,Major
2018-01-08,Jang Wooyoung,Going Going,고잉고잉,,https://youtu.be/8TBDBCdaf3Y,Boy Solo,Minor
2018-01-07,Stray Kids,Beware (Performance),총량의 법칙,,https://youtu.be/Sy3ERg7OCWo,Boy,Minor
2018-01-05,Voisper,Missing U,꺼내보면,,https://youtu.be/3R4wdqRcWRI,Boy,Major
2018-01-05,Hint,Walkie Talkie,워키토키,,https://youtu.be/7apicwn8bmM,Girl,Major
2018-01-04,Live High,Yes,예스,,https://youtu.be/tlfdXqlkb8M,Girl,Major
2018-01-04,Mamamoo,Paint Me,칠해줘,,https://youtu.be/20sOM7AlU3Y,Girl,Minor
2018-01-04,5tion,Come Back,돌아와줘요,,https://youtu.be/tWhYLVhSzrg,Boy,Major
2018-01-03,N.Flying,Hot Potato,뜨거운 감자,,https://youtu.be/y1iRckD1ys4,Boy,Major
2018-01-03,Momoland,BBoom BBoom,뿜뿜,,https://youtu.be/JQGRg8XBnB4,Girl,Major
2018-01-02,PLT,Blah,,,https://youtu.be/OGDkrq3cqYU,Boy,Minor
2018-01-02,TRCNG,Wolf Baby,울프베이비,,https://youtu.be/-kOVdJD_4kM,Boy,Major
2018-01-02,Drug Restaurant,Her,헐,,https://youtu.be/IjDn1HXrNTY,Boy,Major
2017-12-28,LOONA,Heart Attack (Chuu),하트 어택,Digipedi,https://youtu.be/BVVfMFS3mgc,Girl,Major
2017-12-28,Younha,Parade,퍼레이드,,https://youtu.be/7bPffIZot10,Girl Solo,Major
2017-12-27,EXO,Universe,,,https://youtu.be/leu-cTvMWTA,Boy,Major
2017-12-26,Super Junior-D&E,You Don't Go,,,https://youtu.be/GBA0wE7qgWk,Boy,Japanese
2017-12-25,1NB,"Winter, again",다시겨울,,https://youtu.be/1fycAID1dKo,Girl,Minor
2017-12-23,BoA,Jazzclub,재즈클럽,,https://youtu.be/xP-DFPuODcM,Girl Solo,Japanese
2017-12-23,NU'EST W,Let Me Out,,,https://youtu.be/333AbjpGqk8,Boy,OST
2017-12-22,Twice,Merry & Happy,,Mustache Films,https://youtu.be/zi_6oaQyckM,Girl,Minor
2017-12-17,Sha Sha,White Story,,,https://youtu.be/eECOobsEXCQ,Girl,Minor
2017-12-17,Laysha,Pink Label,핑크라벨,,https://youtu.be/8IDrpXUAjpU,Girl,Minor
2017-12-15,NCT DREAM,Joy,조이,,https://youtu.be/VMMl0DopcdM,Boy,Minor
2017-12-14,B.A.P,Hands Up,핸즈업,,https://youtu.be/Cd8UxUlqaZ8,Boy,Major
2017-12-12,Twice,Heart Shaker,하트 쉐이커,Naive,https://youtu.be/rRzxEiBLQCA,Girl,Major
2017-12-07,Mighty Mouth,Instagram,,,https://youtu.be/xv8HfP2J97E,Boy,Major
2017-12-06,The Boyz,Boy,소년,Naive,https://youtu.be/yuk0LHFSlR8,Boy,Major
2017-12-06,KARD,Trust Me,,,https://youtu.be/dhF3Y7esoWM,Co-ed,Minor
2017-12-06,Snuper,Stand by me,,,https://youtu.be/aHXPRm_0y3U,Boy,Japanese
2017-12-05,DAY6,I Like You,좋아합니다,,https://youtu.be/daoMYJv8i0c,Boy,Major
2017-12-05,EXO,Electric Kiss,,,https://youtu.be/BC19fhyTG_M,Boy,Japanese
2017-12-05,Hyuna,Lip & Hip,립앤힙,,https://youtu.be/vcqImqOVE2U,Girl Solo,Major
2017-12-04,ANYWAY,Follow You,팔로우 유,,https://youtu.be/6ChZkgkpIzg,Boy,Minor
2017-11-29,1NB,Where U at,쉽지않아,,https://youtu.be/x2I4YoPdT84,Girl,Minor
2017-11-29,fromis_9,Glass Shoes,유리구두,,https://youtu.be/hXK6tWnvKR4,Girl,Minor
2017-11-28,LOONA,new (Yves),뉴,Digipedi,https://youtu.be/LIDe-yTxda0,Girl,Major
2017-11-27,BLK,Hero,히어로,,https://youtu.be/5s_DjeBv9B4,Boy,Major
2017-11-26,Hey Men,Jelly,젤리,,https://youtu.be/dTbN75jr-nA,Boy,Minor
2017-11-26,MAP6,Love Is Gone,러브이즈건,,https://youtu.be/-OhRgfEsozc,Boy,Major
2017-11-26,Busters,La La La,랄랄라,Shindong,https://youtu.be/l-C7No8mdes,Girl,Minor
2017-11-26,MXM,Save The Rest,오늘은 여기까지,,https://youtu.be/m0_7WmpaoH0,Boy,Minor
2017-11-26,Busters,Dream On,내꿈꿔,Shindong,https://youtu.be/sIkctIzFI5M,Girl,Major
2017-11-24,BTS,Mic Drop (Steve Aoki Remix),마이크드롭,Woogie Kim,https://youtu.be/kTlv5_Bs8aw,Boy,Major
2017-11-23,Pentagon,Violet,바이올렛,,https://youtu.be/nzdDUg5R_IQ,Boy,Minor
2017-11-22,Pentagon,Runaway,런어웨이,,https://youtu.be/vxpRxiNM2sQ,Boy,Major
2017-11-22,Honeyst,Someone To Love,연애하고싶은데요,,https://youtu.be/atm1nif3-s0,Boy,Major
2017-11-22,Blah Blah,Good Job,참 잘했어요,,https://youtu.be/CJARCe-5MnI,Girl,Major
2017-11-21,KARD,You In Me,유 인 미,Naive,https://youtu.be/tz23WFb8HM0,Co-ed,Major
2017-11-21,ZZBae,Stress,스트레스,,https://youtu.be/KQLmtN3la0w,Girl,Major
2017-11-20,Epik High,Lost One,개화,,https://youtu.be/LvofNApz01I,Boy,Minor
2017-11-19,Heygirls,No (No One But You),너 아니면,,https://youtu.be/BFYl8CNmCgY,Girl,Major
2017-11-17,Red Velvet,Peek-A-Boo,피카부,FantazyLab,https://youtu.be/6uJf2IT2Zh8,Girl,Major
2017-11-17,"Nell, Groovy Room",Today,오늘은,,https://youtu.be/CGrk5YZC1y0,Boy,Major
2017-11-16,Snuper,Dear,디어,,https://youtu.be/1sJf0_7AddM,Boy,Minor
2017-11-16,Samuel,Candy,캔디,,https://youtu.be/oddXT5uaRb8,Boy Solo,Major
2017-11-15,Fly To The Sky,Your Season,너의 계절,,https://youtu.be/yFOOCA6XW08,Boy,Major
2017-11-14,Lovelyz,Twinkle,종소리,ZANYBROS,https://youtu.be/vDxD4HwEFdY,Girl,Major
2017-11-13,Wanna One,Beautiful,뷰티풀,,https://youtu.be/o4_tHTmniw4,Boy,Major
2017-11-13,AshGray,Love No More,더는 사랑 안해,,https://youtu.be/SXwPKNozWfQ,Boy,Major
2017-11-09,VICTON,Remember Me,나를 기억해,,https://youtu.be/uLvr9Q-iJcs,Boy,Major
2017-11-08,Urban Zakapa,When we were two,"그때의 나, 그때의 우리",,https://youtu.be/O92yHB0MDZ8,Co-ed,Major
2017-11-08,gugudan,Chococo,초코코,Digipedi,https://youtu.be/vLVSf_yI_r8,Girl,Major
2017-11-07,SF9,Let's Hang out,나랑 놀자,,https://youtu.be/dBHu2M7fT6w,Boy,Minor
2017-11-07,Block B,Shall We Dance,쉘 위 댄스,,https://youtu.be/NHglTopVlKQ,Boy,Major
2017-11-07,MONSTA X,Dramarama,드라마라마,Vikings League,https://youtu.be/r1afdZk0qcI,Boy,Major
2017-11-07,EXID,DDD,덜덜덜,Digipedi,https://youtu.be/axVvZrDz60k,Girl,Major
2017-11-07,Kim Sohee,Sobok Sobok feat. Yezi,소복소복,,https://youtu.be/6wxCAGzMKKs,Girl Solo,Major
2017-11-06,Super Junior,Black Suit,블랙수트,Rigid Film,https://youtu.be/MvqB6JsRbsc,Boy,Major
2017-11-06,SEVENTEEN,Clap,박수,,https://youtu.be/CyzEtbG-sxY,Boy,Major
2017-11-06,Sonamoo,I (knew it),아이,,https://youtu.be/X9VlCV1ZflQ,Girl,Major
2017-11-06,Mamamoo,I Love Too,놓지않을게,,https://youtu.be/AGjvMOqxeR4,Girl,Minor
2017-11-05,Jeon Soyeon,Jelly,젤리,,https://youtu.be/FJ8kJdTYj1o,Girl Solo,Major
2017-11-05,GeeGu,Chemical,케미컬,DOT,https://youtu.be/uuWCvrIBr3w,Girl,Major
2017-11-05,DAY6,All Alone,혼자야,Naive,https://youtu.be/Fd-elEnkInw,Boy,Major
2017-11-04,Icia,Sad Heel,새드힐,,https://youtu.be/EtHTRym7MVg,Girl,Major
2017-11-03,Minah,11°,11도,,https://youtu.be/zbV08YMyktA,Girl Solo,Minor
2017-11-02,Hyeongseop X Euiwoong,It Will Be Good,좋겠다,,https://youtu.be/KKFXJYKctR8,Boy,Major
2017-11-01,ASTRO,Crazy Sexy Cool,니가 불어와,,https://youtu.be/xeUx0AN2kCA,Boy,Major
2017-10-31,Juniel,I Drink Alone,혼술,,https://youtu.be/q0KcsfY_1tc,Girl Solo,Major
2017-10-31,LOONA Odd Eye Circle,Sweet Crazy Love,스윗 크레이지 러브,Digipedi,https://youtu.be/cG7FkoNKBzI,Girl,Major
2017-10-31,Voisper,Save As,다른 이름으로 저장하기,,https://youtu.be/-ICUJcSrO9c,Boy,Major
2017-10-31,The Rose,Like We Used To,좋았는데,,https://youtu.be/K1FQeUXn_sc,Boy,Major
2017-10-30,Twice,Likey,라이키,Naive,https://youtu.be/V2hlQkVJZhE,Girl,Major
2017-10-30,GOT7,Turn Up,턴업,,https://youtu.be/Mn9W9o7gKGA,Boy,Japanese
2017-10-30,Super Junior,One More Chance,비처럼 가지마요,Digipedi,https://youtu.be/-UROg0lsqW0,Boy,Minor
2017-10-29,Gavy NJ,You Said You Were Happy,행복하댔잖아,,https://youtu.be/5fuS0iUsrmU,Girl,Major
2017-10-28,Playback,Want You To Say,말해줘,Naive,https://youtu.be/mTjEJS6pjfo,Girl,Major
2017-10-27,Apink,Orion,오리온,,https://youtu.be/x3GKsWZYWyU,Girl,Japanese
2017-10-25,IN2IT,Amazing,어메이징,,https://youtu.be/RwvtpZ2tfT8,Boy,Major
2017-10-24,4Men,Break Up In The Morning,눈 떠보니 이별이더라,,https://youtu.be/3nqkdt2vvME,Boy,Major
2017-10-23,Epik High,Home Is Far Away,빈차,,https://youtu.be/pTD9Jysi3_g,Boy,Major
2017-10-23,Epik High,Love Story,연애소설,,https://youtu.be/Z3INNjAEqHk,Boy,Major
2017-10-22,Marmello,Can't Stop,,,https://youtu.be/a-iPoUI47xs,Girl,Major
2017-10-18,A.C.E,Callin',콜링,,https://youtu.be/6uuBP8r3NV4,Boy,Major
2017-10-18,JBJ,Fantasy,판타지,,https://youtu.be/RGYIpwovVsc,Boy,Major
2017-10-16,Taemin,Move,무브,HIGHQUALITYFISH,https://youtu.be/rcEyUNeZqmY,Boy Solo,Major
2017-10-16,BtoB,Missing You,그리워하다,,https://youtu.be/4bykFvnRzno,Boy,Major
2017-10-16,Highlight,Can Be Better,어쩔 수 없지 뭐,,https://youtu.be/ZJy8tsVEo9I,Boy,Major
2017-10-15,SEVENTEEN,Pinwheel,바람개비,,https://youtu.be/aarBJqitCJE,Boy,Minor
2017-10-12,DIA,Good Night,굿밤,,https://youtu.be/V8wMfIayEnc,Girl,Major
2017-10-12,HA:TFELT,I Wander feat. Gaeko,새 신발,,https://youtu.be/FZbp8UH4ueM,Girl Solo,Major
2017-10-12,UP10TION,Going Crazy,미치게 해,,https://youtu.be/l-qQUYcqTJs,Boy,Major
2017-10-12,MASC,Do It,다해,,https://youtu.be/KCU7MwI12rk,Boy,Major
2017-10-12,Varsity,Can You Come Out Now,지금 나올래,,https://youtu.be/xzQPIe0HNJ4,Boy,Major
2017-10-12,SF9,O Sole Mio,오솔레미오,,https://youtu.be/sUZeYOLp8Ys,Boy,Major
2017-10-12,Rainz,Juliette,레인즈,,https://youtu.be/odNUd0t4AlA,Boy,Major
2017-10-12,Block B,My Zone,마이존,,https://youtu.be/ilpfcI_4L2g,Boy,CF
2017-10-11,Davichi,To Me,나에게 넌,,https://youtu.be/7RBP9tAkRxU,Girl,Major
2017-10-11,MASC,Run To You,정주행,,https://youtu.be/pepUknR_Ktk,Boy,Minor
2017-10-11,Jang Wooyoung,It's The Same,똑같지 뭐,,https://youtu.be/S1sHxeWzT5s,Boy Solo,Minor
2017-10-11,Hi Cutie,Play U,플레이유,,https://youtu.be/KOP4yYPpjbA,Girl,Major
2017-10-10,HashTag,Hue,ㅇㅇ,,https://youtu.be/zN6KI57XBjM,Girl,Major
